Date;Profile;Message;Likes & Co.;Comments;Shares;Total interactions;Profile-ID;Post-ID;Link;
11/04/2024 20:51;"Occupy Democrats";"BREAKING: Hollywood superstar actor Alan Ritchson of Reacher tears into Donald Trump with the most brutal celebrity attack to date — and cites his own Christian faith as a reason.

This is going to enrage MAGA fans...

'Trump is a rapist and a con man, and yet the entire Christian church seems to be treat him like he’s their poster child and it’s unreal. I don’t understand it,' said Ritchson in a new front page interview for The Hollywood Reporter.

'Christians today have become the most vitriolic tribe. It is so antithetical to what Jesus was calling us to be and to do,' he said.

In the same interview, Ritchson tore into the police officers who killed the innocent Black woman Breonna Taylor during a raid.

'That was a tragic case,' said Ritchson. 'Cops get away with murder all the time, and the fact that we can’t really hold them accountable for their improprieties is disturbing to me... I mean, you shouldn’t have to spend more time getting an education as a hairstylist than as a cop who’s armed with a deadly weapon.'

It takes real courage to tell the truth during such polarized times. Ritchson should be commended for speaking out. Democracy is on the line.

Please hit the 👍 and pass this on if you stand with Alan Ritchson— and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";32327.0;2556.0;3378.0;38261.0;346937065399354;346937065399354_854187846812791;https://www.facebook.com/202017898696459/posts/854187846812791;
08/08/2024 23:07;"Occupy Democrats";"BREAKING: Mary Trump brutally mocks her uncle Donald's disastrous Mar-a-Lago press conference, saying that he 'looked so lost' and 'at one point it looked like he was gonna cry.'

But she wasn't done there...

'He looked so lost, he looked so incredibly incompetent and clueless, and crazy. At one point it looked like he was gonna cry,' Mary Trump said on Youtube.

She called the pointless, lie-filled presser as a 'train wreck' and criticized the media for failing to properly hold Donald accountable.

'If the New York Times doesn't call for him to step down, I don't know what I am going to do. He's clearly rattled,' she said.

'He is afraid, he looks frail,' she added. 'If he's pressed, the way we know Kamala Harris can press him, he's not going to be able to hold it together.'

Clearly, the Trump campaign is in free fall. Kamala Harris and Tim Walz are on fire, holding massive rallies all across America.

Meanwhile, Donald Trump is cooped up at Mar-a-Lago like the Führerbunker while his creepy vice presidential pick J.D. Vance struggles to campaign by himself.

We are going to win this election. Vote blue, save America!

Please hit the 👍 and pass this on if you think that the MAGA movement's days are numbered — and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";32024.0;2406.0;3111.0;37541.0;346937065399354;346937065399354_933220118909563;https://www.facebook.com/202017898696459/posts/933220118909563;
30/01/2024 20:06;"Occupy Democrats";"BREAKING: Donald Trump gets devastating news as a powerful super PAC announces that it will spend a staggering $250 million on TV and digital advertising in battleground states to help President Biden win in 2024.

This is like a nuclear bomb going off in MAGA world...

It will be the single largest purchase of political advertising by an outside group in the history of American political campaigns.

The super PAC in question, Future Forward, is dedicated to ensuring that Biden triumphs over Trump's MAGA fascism. They are operating with the blessing of the White House to combat all of the shady money flowing into Trump's corrupt coffers.

'The stakes of this election could not be higher, and by Election Day, every battleground voter will know it,' said Chauncey McLean, the president of Future Forward. 'We’ll run a cost effective and data-driven program of unprecedented scale to reelect Joe Biden.'

The historic ad campaign will run ten weeks, from the Democratic convention up through the election. The ads will specifically target 'lower information, less-partisan voters' a demographic that could swing the election. The priority states are Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin.

Please hit the 💙 and pass this on if you will proudly vote for Joe Biden to stop Donald Trump — and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";27683.0;5988.0;2864.0;36535.0;346937065399354;346937065399354_810595644505345;https://www.facebook.com/202017898696459/posts/810595644505345;
17/01/2024 16:17;"Occupy Democrats";"BREAKING: Donald Trump's shady lawyer Alina Habba gets verbally smacked down by the judge in the E. Jean Carroll defamation case — indicating a likely disastrous outcome for MAGA world.

This is exactly how you deal with Trump's minions...

Habba asked U.S. District Judge Lewis Kaplan once again to pause the trial so that Trump could attend a funeral for Melania's mother. Crucially, she made the request right before Carroll took the stand. It was clear that it was a delay tactic.

Politico's Erica Orden reported the ensuing exchange between the attorney and judge as 'VERY testy.'

'The application is denied,' said Judge Kaplan. 'I will hear no further argument on it.'  

Habba tried to speak to press her case, and Kaplan refused to let her.

'None,' said Kaplan. 'Do you understand that word? Sit down.'

'I don't like to be spoken to that way, your honor,' Habba whined, before pushing again for an adjournment. 

'It’s denied. Sit down,' said Kaplan.

Caroll then testified.

'Well, to have the president of the United States, one of the most powerful persons on earth, calling me a liar for three days and saying I’m a liar 26 times -- I counted them -- it ended the world that I had been living in. And I entered a new world,' she said.

She testified that she receives hate messages 'all the time' and that 'scores and scores' arrive every day, 'sometimes hundreds a day.'

At one point during her testimony, Habba tried to raise an objection, prompting the judge to say: 'First of all, when you speak in this courtroom, you'll stand up.'

Clearly, this judge is tired of Donald Trump, his hack lawyers, and their cheap courtroom tactics.

Please hit the 👍 and pass this on if you hope that Trump is forced to pay massive damages — and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";30301.0;4272.0;1867.0;36440.0;346937065399354;346937065399354_802320011999575;https://www.facebook.com/202017898696459/posts/802320011999575;
29/04/2024 17:06;"Occupy Democrats";"BREAKING: Democratic senator Chris Murphy goes viral for appearing on Fox News and popping the right-wing media bubble by brutally tearing into Donald Trump and praising President Biden's accomplishments.

This is a rude wake up call for MAGA cultists...

'This president has presided over an economy that is growing at record rates. We have unemployment at a structurally low number. If you want a job in this country you can get it,' said Murphy. 'Crime is plummeting. We saw a 12% reduction in crime in our urban areas.' 

'Listen, there are still a lot of progress to be made here but if Donald Trump wins it's going to be the same trickledown economic policies that we lived with,' he went on. 'You will have a reckless irresponsible administration that tries to seek to divide us from each other.' 

'Joe Biden still has work to do but this is a growing good economy,' he continued. 'Our streets are safer. This country is respected around the world again. I admit this is going to be a very close election but I think Joe Biden is going to have an incredible record to run on.'

This is how you deliver political messaging. Simple, honest, and undeniable. The choice between Biden and Trump is clear. Vote blue!

Please hit the 👍 and pass this on if you're proud of President Biden's presidential record as president — and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";30380.0;2332.0;3397.0;36109.0;346937065399354;346937065399354_865584902339752;https://www.facebook.com/202017898696459/posts/865584902339752;
15/02/2024 19:51;"Occupy Democrats";"BREAKING: Fulton County District Attorney Fani Willis humiliates MAGA lawyer Ashleigh Merchant, snapping back at Merchant and telling Merchant, 'don’t be cute with me' during a heated under oath exchange at today’s court hearing. 

It all started when Willis took the stand to testify in front of a judge who is considering whether or not to disqualify her from prosecuting Trump in the Georgia election trial.

Merchant is a lawyer representing  former Trump campaign official Michael Roman, who is a co-defendant in the Georgia case. She filed court documents accusing Willis of having a 'clandestine' relationship with the special prosecutor she hired to help with the Trump case. 

Willis has denied allegations that her relationship with the prosecutor, Nathan Wade, began prior to November 2021 when he became special prosecutor. In other words, there was nothing inappropriate about it.

During the hearing, Merchant attempted to grill Willis and absurdly insinuated financial malfeasance.

'Did you ever pay him through Cash App?' Merchant asked, referring to bill reimbursement.

'No,' said Willis.

'You only ever paid him through cash?'

'What? Yes. We're talking about— I'm very confused now,' said Willis, understandably thrown by the odd line of questioning.

'You never paid Mr. Wade through Cash App?' asked Merchant.

'No,' said Willis.

'The only money you've ever given him outside of a contract is cash,' said Merchant.

'I didn't give him money in a contract so that was cute, but I didn't give him money in a contract,' said Willis. 

'What happened— No we're going to answer it since you said,' continued Willis, refusing to be cut off. 'He worked. He worked more hours than he was paid and the county paid him for the work that he did. So don't be cute with me and then think that you're not gonna get an answer.'

The two went back and forth a bit, with Merchant rambling. Willis said that she handed cash to Wade on only a few occasions, and never gave him checks or paid him through an app.

'So you have no proof of any reimbursement for any of these things because it was all cash?' said Merchant.

'The testimony of one witness is enough to prove a fact,' said Willis. 'Are you telling me that I'm lying to you, is that what you're intimating right here?'

'I'm asking if you have any proof that you paid him,' said Merchant.

'The proof is what I just told you,' said Willis bluntly. 

During another contentious exchange, Willis ripped into Merchant again.

'Your office objected to us getting Delta records for flights that you may have taken with Mr. Wade,' said Merchant.

'No, no, look I object to you getting records,' said Willis. 'You've been intrusive into people's personal lives. You're confused. You think I'm on trial, these people are on trial for trying to steal an election in 2020. I'm not on trial no matter how hard you try to put me on trial.'

Brilliant. You can see why Trump and his cronies are trying so hard to get Willis removed from the case. She is a formidable woman who poses a serious threat to Trump's freedom.

Justice must be defended. Fani Willis must be allowed to stay on this case.

Please hit the 👍 and it on if you proudly stand with Fani Willis — and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";31123.0;3248.0;1413.0;35784.0;346937065399354;346937065399354_820585946839648;https://www.facebook.com/202017898696459/posts/820585946839648;
05/07/2024 22:13;"Occupy Democrats";"BREAKING: Democratic Congressman Jake Auchincloss stuns MAGA world by going on Fox News and unleashing a viral takedown of Donald Trump as 'morally bankrupt' before really digging in.

This is EXACTLY what we need from Democrats...

'He is historically unpopular with a majority of Americans and foundationally it's because his character is morally bankrupt and Americans want the leader of  this country to be someone that they can respect, someone who they trust to put country before self,' said Auchincloss.

'And Donald Trump has demonstrated over and over again that he refuses to do that,' he added. 'And his second term would be far more dangerous than his first term. Just look at what Project 2025 offers.' 

'He's going to refuse to listen to Congress when it comes to spending decisions,' he continued. 'He'll refuse to listen to the courts. He'll turn the DOJ into his personal law firm for retribution. And he will attack basic services that Americans rely on like Medicare and Social Security and he'll stamp them with that Trump branding and he will politicize them.'

Incredibly well said and we could not agree more!

Everything is on the line this election. If you care about the future of this country, vote blue.

Please hit the 👍 and past this on if you will NEVER vote for Donald Trump and his MAGA fascism — and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";28446.0;1649.0;3960.0;34055.0;346937065399354;346937065399354_910023397895902;https://www.facebook.com/202017898696459/posts/910023397895902;
26/05/2024 00:22;"Occupy Democrats";"BREAKING: Rock and roll legend Mick Jagger of the Rolling Stones enrages MAGA world by hilariously trolling Donald Trump during a massive concert in New Jersey.

This is exactly the kind of thing that gets right under Trump's skin...

'I thought we were gonna get a bit of a Stormy Daniels but we’re alright,' Jagger said of the weather, causing the crowd to roar with laughter.  

Daniels is currently a sore sport for Trump because her testimony could end up sending him to prison in the hush money trial in New York.

During another point in the performance, Jagger performed a fan-voted song and said: 'There’s a much bigger vote happening in November.'

He also noted Trump's 'trials and tribulations,' a likely reference to his mounting legal and financial problems.

To add insult to injury, the Rolling Stones performed for more than 80,000 people at the concert. Meanwhile, Trump's campaign rally in the Bronx struggled to pull in 3,500 people (Trump lied and claimed 25,000).

The best part of all of this is that Trump is absolutely obsessed with celebrities. He wants to be liked and welcomed in by them but most of them absolutely despise him.

Please hit the 👍 and pass this on if you'll stand with Mick Jagger and vote against Trump this November — and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";28917.0;1382.0;2680.0;32979.0;346937065399354;346937065399354_883134957251413;https://www.facebook.com/202017898696459/posts/883134957251413;
17/07/2024 22:07;"POLITICO";"Overheard from *the former RNC chair* after news broke tonight that President Biden has Covid again 👀 

It’s a remarkable quote – and shows just how far the Republican National Convention has swung to surrender to the MAGA brand. Everything about this year’s convention and platform has changed – so much so that former 2016 Trump campaign adviser David Urban asked, “am I at the right convention?”

Link in bio for the full story on the new kind of Republican Party that’s forming at the RNC this week.";31625.0;994.0;0.0;32619.0;211388181;18024997553247663;https://www.instagram.com/p/C9i4aAPI_w4/;
30/03/2024 15:58;"Occupy Democrats";"BREAKING: U.S. District Judge Reggie Walton unleashes a blistering takedown of Donald Trump over his repeated smears of the judges involved in his criminal cases, calling them an 'attack on the rule of law.'

It was high time someone called it like it is…

“I think it’s important that, as judges, we speak out and say things in reference to things that conceivably are going to impact on the process, because if we don’t have a viable court system that’s able to function efficiently, then we have tyranny,” Walton said during an appearance on CNN.

He was discussing the recent attack Trump launched on the judge in his hush money trial as well as the judge’s innocent daughter.

Judge Walton said that judges simply cannot allow threats to affect “how you live your life and how you treat litigants.”

He went on to say that we live in an unfortunate new political reality in which judges and their families face potential violence.

“So, I think it’s very important that people in positions of authority be fairly circumspect in reference to the things that they say, so that they’re not causing others to act on what they say and maybe cause injury or death to someone as a result of that,” he added.

The simple fact is that things do not have to be like this. America does not have to descend into a chaotic world of political violence and lawlessness. But in order to prevent that, we have to defeat the MAGA movement for good.

We have an opportunity to do that this November. Vote blue, save America.

Please hit the 👍 and pass this on if you’ll be voting for Joe Biden this year — and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";25284.0;2983.0;3418.0;31685.0;346937065399354;346937065399354_846575327574043;https://www.facebook.com/202017898696459/posts/846575327574043;
13/03/2024 09:09;"Occupy Democrats";"BREAKING: Senate Minority Leader Mitch McConnell finally throws in the towel and admits that Obamacare is here to stay — despite aggressive Republican efforts to repeal it. 

President Obama's legacy is now set in stone....

McConnell said that while Trump is still blustering and promising to repeal the Affordable Care Act, the fight is 'largely over' and conservatives will not win.

'I’m going to leave the issue development in the presidential campaign up to the campaign,' McConnell said to reporters.

'We had a fight over that a few years ago,' he went on, referring to the humiliating failed effort to repeal the ACA under President Trump. 

'If he can develop a base for revisiting that issue, obviously we’d take a look at it, but it seems to me that’s largely over,' McConnell added.

This is a HUGE win for the American people and a crushing defeat for MAGA and the predatory corporations looking to profit off suffering Americans.

Now, we need to build upon the Affordable Care Act and expand it. In order to do that, we need to reelect President Biden and give him a Democratic majority!

Please hit the 👍 and pass this on if you love seeing Republicans lose — and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";24869.0;2879.0;2389.0;30137.0;346937065399354;346937065399354_835744791990430;https://www.facebook.com/202017898696459/posts/835744791990430;
08/05/2024 16:38;"Occupy Democrats";"BREAKING: Donald Trump melts down over his gag order and unleashes a deeply deranged attack on the hush money trial judge, ranting about 'all of the sleazebags, lowlifes, and grifters.'

This man is coming apart at the seams...

'It is a really bad feeling to have your Constitutional Right to Free Speech, such a big part of life in our Country, so unfairly taken from you, especially when all of the sleazebags, lowlifes, and grifters that you oppose are allowed to say absolutely anything that they want,' Trump whined on Truth Social.

'It is hard to sit back and listen to lies and false statements be made against you knowing that if you respond, even in the most modest fashion, you are told by a Corrupt and Highly Conflicted Judge that you will be PUT IN PRISON, maybe for a long period of time,' he went on.

'This Fascist mindset is all coming from D.C. It is a sophisticated hit job on Crooked Joe Biden’s Political Opponent, ME!,' said Trump, who is himself a MAGA Fascist. 

'Judges Engoron and Kaplan, also of New York, are equally Corrupt, only in different ways. What these THUGS are doing is AN ATTACK ON THE REPUBLICAN PARTY, AND OUR ONCE GREAT NATION ITSELF. OUR FIRST AMENDMENT MUST STAND, FREE AND STRONG. “GIVE ME LIBERTY OR GIVE ME DEATH!’' he added.

Of course, at this point nobody outside of the MAGA cult believes Trump's lies. The mountains of evidence presented in his case prove that this is not a political witch hunt but a legitimate judicial endeavor to hold him accountable. Trump belongs in prison.

Please hit the👍, drop a comment, and pass this on if you would vote to convict Trump if you were on the jury — and consider joining the growing exodus to Tribel, a new pro-democracy social network that is exploding in popularity because Twitter and Facebook are trying to stop its growth — which is only making Tribel grow even faster. Please follow us on Tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link: tribel.app.link/okwPIHYCIqb";21324.0;6626.0;1780.0;29730.0;346937065399354;346937065399354_871540108410898;https://www.facebook.com/202017898696459/posts/871540108410898;
